0.0416792 0.00409812 7.88327e-06 6.07192e-05 -8.59495e-05 0.252821 -0.0229951 0.460319 
0.0425079 0.00410144 8.03865e-06 6.07127e-05 -8.59478e-05 0.252802 -0.0230356 0.460248 
0.0433369 0.00410476 8.19404e-06 6.07063e-05 -8.59462e-05 0.252783 -0.0230762 0.460176 
0.0479022 0.00412295 9.0487e-06 6.06706e-05 -8.59374e-05 0.252678 -0.0233012 0.459784 
0.0487333 0.00412625 9.2041e-06 6.06642e-05 -8.59359e-05 0.252659 -0.0233424 0.459713 
0.0495647 0.00412954 9.3595e-06 6.06577e-05 -8.59344e-05 0.25264 -0.0233837 0.459642 
0.0541332 0.00411204 1.02247e-05 6.05885e-05 -0.000123081 0.252494 -0.0246416 0.45822 
0.0549713 0.00411172 1.03733e-05 6.05773e-05 -0.000109923 0.252487 -0.0248767 0.457955 
0.0558101 0.00411139 1.05215e-05 6.05662e-05 -9.66412e-05 0.25248 -0.0251119 0.457691 

