-0.061236 0.00393114 -1.18539e-05 6.18195e-05 -0.000143576 0.255935 -0.0186151 0.468673 
-0.0604473 0.00393097 -1.1706e-05 6.18082e-05 -0.000131047 0.255928 -0.0188486 0.468409 
-0.0596578 0.00393079 -1.15584e-05 6.17969e-05 -0.000118397 0.25592 -0.0190021 0.468226 
-0.0553192 0.00394281 -1.07208e-05 6.17516e-05 -7.99476e-05 0.255754 -0.0182956 0.468767 
-0.0545313 0.00394633 -1.05663e-05 6.17453e-05 -7.99477e-05 0.255735 -0.0183338 0.468699 
-0.0537431 0.00394985 -1.04119e-05 6.17389e-05 -7.99478e-05 0.255716 -0.018372 0.468631 
-0.0494016 0.00396914 -9.56211e-06 6.17041e-05 -7.99488e-05 0.255611 -0.0185845 0.468259 
-0.048611 0.00397265 -9.40756e-06 6.16978e-05 -7.9949e-05 0.255592 -0.0186242 0.468192 
-0.0478457 0.0039582 -9.21236e-06 6.16817e-05 -0.000178103 0.255475 -0.0187462 0.468041 
-0.0434722 0.00395688 -8.39663e-06 6.16175e-05 -0.000109071 0.255426 -0.0198351 0.466785 
-0.0426742 0.00395668 -8.24928e-06 6.16062e-05 -9.61309e-05 0.255419 -0.0198129 0.466777 
-0.0418754 0.00395647 -8.10223e-06 6.15949e-05 -8.30583e-05 0.255411 -0.0197906 0.466769 
-0.0375074 0.00397867 -7.24247e-06 6.15631e-05 -8.0998e-05 0.255212 -0.0191669 0.467228 
-0.0367117 0.00398215 -7.08774e-06 6.15567e-05 -8.0998e-05 0.255193 -0.0192056 0.467159 
-0.0359156 0.00398562 -6.933e-06 6.15503e-05 -8.09981e-05 0.255173 -0.0192443 0.46709 
-0.0315551 0.00398417 -6.04508e-06 6.15018e-05 -0.000170829 0.254977 -0.0196767 0.466494 
-0.0307543 0.00398394 -5.89603e-06 6.14904e-05 -0.000158403 0.25497 -0.0199108 0.46623 
-0.0299528 0.00398372 -5.74729e-06 6.14791e-05 -0.000145866 0.254962 -0.0201449 0.465966 
-0.0255352 0.00398805 -4.92025e-06 6.14232e-05 -8.20261e-05 0.254818 -0.0197517 0.466188 
-0.0247343 0.0039915 -4.76536e-06 6.14169e-05 -8.20256e-05 0.254799 -0.0197905 0.466119 
-0.023933 0.00399496 -4.61046e-06 6.14105e-05 -8.20248e-05 0.25478 -0.0198295 0.46605 
-0.01952 0.00401393 -3.75834e-06 6.13755e-05 -8.2021e-05 0.254675 -0.0200441 0.465669 
-0.0187165 0.00401738 -3.60338e-06 6.13691e-05 -8.20204e-05 0.254656 -0.0200833 0.4656 
-0.0179127 0.00402082 -3.44841e-06 6.13628e-05 -8.20198e-05 0.254637 -0.0201225 0.465531 
-0.0135023 0.00400975 -2.57481e-06 6.13017e-05 -0.000139699 0.254472 -0.0210601 0.464428 
-0.0126925 0.0040095 -2.42631e-06 6.12904e-05 -0.000126926 0.254465 -0.0212944 0.464164 
-0.011882 0.00400926 -2.2781e-06 6.12792e-05 -0.000114033 0.254458 -0.0215287 0.4639 
-0.00743188 0.00402298 -1.43287e-06 6.12363e-05 -8.30255e-05 0.254285 -0.0206309 0.464615 
-0.00662328 0.0040264 -1.27778e-06 6.123e-05 -8.30244e-05 0.254266 -0.0206702 0.464545 
-0.00581434 0.00402982 -1.12269e-06 6.12236e-05 -8.30233e-05 0.254247 -0.0207096 0.464476 
-0.0013591 0.00404859 -2.69518e-07 6.11885e-05 -8.30175e-05 0.254142 -0.020927 0.464092 
-0.000547955 0.004052 -1.14373e-07 6.11822e-05 -8.30165e-05 0.254123 -0.0209667 0.464022 
0.000238676 0.0040366 7.96736e-08 6.11644e-05 -0.000179131 0.254008 -0.0211355 0.463823 
0.00472601 0.00403515 8.98783e-07 6.11025e-05 -0.000109064 0.253968 -0.0224246 0.462369 
0.00554461 0.00403489 1.04674e-06 6.10913e-05 -9.5936e-05 0.253961 -0.0224298 0.462333 
0.00636404 0.00403462 1.19441e-06 6.108e-05 -8.26774e-05 0.253953 -0.0224094 0.462324 
0.0108435 0.00405713 2.05847e-06 6.10487e-05 -8.40089e-05 0.253751 -0.0215155 0.463023 
0.0116597 0.00406051 2.21371e-06 6.10423e-05 -8.40077e-05 0.253732 -0.0215553 0.462953 
0.0124763 0.00406389 2.36896e-06 6.10359e-05 -8.40065e-05 0.253713 -0.0215952 0.462883 
0.0169491 0.00406238 3.2598e-06 6.09874e-05 -0.000176137 0.253515 -0.0220106 0.4623 
0.0177702 0.0040621 3.40945e-06 6.09761e-05 -0.000163559 0.253508 -0.0222451 0.462035 
0.0185921 0.00406181 3.5588e-06 6.09648e-05 -0.000150874 0.2535 -0.0224795 0.461771 
0.0231217 0.00406532 4.38773e-06 6.09084e-05 -8.49912e-05 0.253358 -0.0221041 0.461945 
0.0239429 0.00406867 4.54305e-06 6.09019e-05 -8.49898e-05 0.253339 -0.0221441 0.461874 
0.0247644 0.00407202 4.69837e-06 6.08955e-05 -8.49885e-05 0.253319 -0.0221842 0.461803 
0.0292889 0.00409042 5.55269e-06 6.08599e-05 -8.49812e-05 0.253214 -0.0224052 0.461413 
0.0301126 0.00409376 5.70803e-06 6.08535e-05 -8.498e-05 0.253195 -0.0224456 0.461342 
0.0309366 0.00409709 5.86338e-06 6.0847e-05 -8.49788e-05 0.253176 -0.0224859 0.461271 
0.0354566 0.00408731 6.74177e-06 6.07875e-05 -0.000149178 0.253004 -0.0233342 0.460255 
0.0362863 0.004087 6.89088e-06 6.07763e-05 -0.000136309 0.252997 -0.0235688 0.45999 
0.0371167 0.00408669 7.03968e-06 6.07651e-05 -0.000123324 0.25299 -0.0238034 0.459725 
