
3.21157  0.0028952 -8.48203e-06  4.97302e-05 -0.00544935  0.28352 7.26722e-05  0.478221 
3.23861  0.00336033 -1.2041e-05  2.33624e-05 -0.00625699  0.134633 -0.00321978  0.477906 
2.38287  0.00686608 8.88184e-05  7.0657e-05 0.0423236  0.428032 -0.00272106  0.353153 
-3.23932  0.00583739 -9.50586e-05  0.000121773 0.000567766  0.496937 -0.00536363  0.494192 
3.31776  0.00168987 -2.25914e-05  4.30908e-05 -0.0169852  0.258128 0.000948607  0.494236 
0.478208  0.00629825 0.000214641  2.41611e-06 -0.0137975  0.458253 -0.080827  0.087873 
0.265815  0.00634687 0.000218974  2.11302e-06 -0.0122281  0.46543 -0.102863  0.0986818 
3.27228  0.00227742 -1.65024e-05  4.63802e-05 -0.011948  0.271634 -0.000143174  0.48694 
-1.03206  0.00981188 0.000195061  9.62909e-05 -0.00609777  0.493755 -0.0903847  0.272459 
2.29166  0.00711419 9.8043e-05  7.19602e-05 0.0437327  0.435812 -0.0039213  0.339713 
3.35422  0.00137438 -2.75151e-05  3.89033e-05 -0.0205731  0.238243 0.000310829  0.498772 
0.496995  0.00968772 0.000214141  8.69927e-05 0.00304932  0.496582 -0.0642903  0.103456 
0.970104  0.00932333 0.000196594  8.41449e-05 0.0177022  0.481682 -0.0162662  0.133563 
0.209772  0.00985425 0.000219742  8.86473e-05 9.14641e-05  0.499888 -0.101741  0.111634 
-2.56088  0.00815311 3.40825e-05  0.000112777 1.3326e-05  0.487067 -0.0376376  0.433768 
0.54  0.00628283 0.000212981  2.51202e-06 -0.0141991  0.455298 -0.0707673  0.0879676 
1.02649  0.00613901 0.000193856  3.42406e-06 -0.0156657  0.41948 -0.0288179  0.127007 
1.65423  0.00585612 0.000154201  5.21778e-06 -0.0130115  0.341409 -0.0221025  0.225895 
0.0150159  0.00639704 0.000221272  1.80284e-06 -0.0089187  0.468974 -0.102957  0.134696 
1.12099  0.00610449 0.000188935  3.64035e-06 -0.0155243  0.410055 -0.0278515  0.14185 
3.36212  0.00212537 -2.85688e-05  3.30772e-05 -0.0210884  0.205465 -0.000421649  0.499029 
-0.073485  0.0064131 0.000221333  1.70317e-06 -0.00733945  0.469065 -0.102677  0.147057 
2.38009  0.00528417 8.90853e-05  9.10944e-06 -0.004224  0.208132 -0.0136663  0.340955 
-0.867566  0.0065245 0.000203251  9.60734e-07 -9.73282e-05  0.442326 -0.0934314  0.250375 
-0.818559  0.0098959 0.000205371  9.47862e-05 -0.00495567  0.494249 -0.0914454  0.247632 
1.99903  0.00782375 0.000125772  7.56335e-05 0.0417921  0.45444 -0.00560621  0.294882 
3.27824  0.00312849 -1.72967e-05  2.5208e-05 -0.0107111  0.149762 -0.00259424  0.484428 
1.40841  0.00882264 0.000171639  8.10664e-05 0.0281379  0.470754 -0.0119699  0.202188 
-2.55984  0.00815445 3.42395e-05  0.000112759 1.28274e-05  0.487259 -0.0379003  0.43347 
-0.924316  0.00986513 0.000200685  9.5541e-05 -0.00536687  0.493576 -0.090363  0.260991 
-2.68474  0.00783114 1.34811e-05  0.000113491 0.000361165  0.483739 -0.0317614  0.445337 
-2.06265  0.00899424 0.000104628  0.000106015 1.85921e-05  0.474246 -0.056881  0.386557 
-3.12592  0.00635565 -7.04334e-05  0.000119838 -0.000230246  0.49108 -0.0127471  0.487242 
-2.64419  0.00796798 2.0377e-05  0.000114074 1.26927e-05  0.489579 -0.0337872  0.441505 
3.12363  0.0038662 2.92269e-06  1.95468e-05 0.00234424  0.108543 -0.00481714  0.45927 
-1.93435  0.0091527 0.000119902  0.000104546 -0.00521311  0.478904 -0.0623433  0.373194 
3.3508  0.00240351 -2.70352e-05  3.08836e-05 -0.0195168  0.191301 -0.00100011  0.49674 
-0.872146  0.00986807 0.000203055  9.51471e-05 -0.00572165  0.494203 -0.0934836  0.253465 
3.31654  0.00282869 -2.24227e-05  2.75532e-05 -0.0151905  0.167808 -0.00185115  0.490868 
-2.11122  0.00894676 9.85683e-05  0.000106626 1.83025e-05  0.478648 -0.0551387  0.391517 
-2.58799  0.00811831 2.9594e-05  0.000113208 1.45637e-05  0.493174 -0.0354316  0.437188 
0.727005  0.00956278 0.000206869  8.56844e-05 0.00881857  0.491165 -0.0281925  0.106578 
-0.880026  0.00652588 0.000202686  9.50712e-07 1.00031e-05  0.441325 -0.0931951  0.251892 
1.74311  0.00580341 0.0001473  5.55789e-06 -0.0122948  0.327477 -0.0211067  0.239943 
-0.494545  0.00647841 0.000216039  1.28048e-06 -0.00331033  0.463329 -0.0992338  0.203491 
1.00254  0.00614739 0.000195043  3.37161e-06 -0.0156813  0.421742 -0.0290597  0.123248 
0.0528596  0.00638993 0.000221125  1.84687e-06 -0.0095827  0.468722 -0.103028  0.129357 
3.35417  0.00137309 -2.75082e-05  3.8912e-05 -0.0205665  0.238286 0.000310853  0.498765 
3.20738  0.00352674 -7.93441e-06  2.21588e-05 -0.0029556  0.124326 -0.00368009  0.472833 
2.62144  0.00497622 6.31836e-05  1.12417e-05 0.00165252  0.155821 -0.0108393  0.379263 
3.36141  0.00214158 -2.84894e-05  3.28554e-05 -0.0208224  0.204014 -0.000352027  0.499032 
0.735468  0.00622973 0.000206571  2.84182e-06 -0.0152214  0.443496 -0.0382302  0.0877085 
1.35609  0.00600746 0.000175056  4.25185e-06 -0.014809  0.382966 -0.025372  0.178849 
3.08011  0.0039042 8.4646e-06  5.51278e-05 0.00786251  0.315015 0.000919948  0.459722 
2.21152  0.00545107 0.00010595  7.92434e-06 -0.00693516  0.242895 -0.0156737  0.31417 
